Name,Price,Size,Number of beds,Number of bathrooms,Type,Furnished Status,Location,District,State,Facilities,Public transport
"M Arisa, Sentul, Kuala Lumpur","1,800",550,1,1,Service Residence,Fully Furnished,"Jalan Sentul Pasar, Sentul Pasar, 51000 Sentul, Kuala Lumpur",Sentul,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall",False
"168 Park Residensi Selayang, Selayang, Selangor","1,000",750,3,2,Service Residence,Not Furnished,"Off Jalan Kuching, Taman Prima Selayang, 68100 Selayang, Selangor",Selayang,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Kami, Mont Kiara, Kuala Lumpur","5,000",980,3,2,Service Residence,Fully Furnished,"Jalan Duta Kiara, Taman Sri Hartamas, 50480 Mont Kiara, Kuala Lumpur",Mont Kiara,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"The Colonnades Condominium, Kota Kinabalu, Sabah","2,800","1,992",3,4,Condominium,Fully Furnished,"Jalan Kebajikan, 88300 Kota Kinabalu, Sabah",Kota Kinabalu,Sabah,"Parking, Security, Swimming Pool, Playground, Gymnasium, Tennis Court",False
"Primera Suite, Cyberjaya, Selangor","1,200",350,1,1,Service Residence,Fully Furnished,"Jalan Teknokrat 6, Cyber 5, 63000 Cyberjaya, Selangor",Cyberjaya,Selangor,"Parking, Security, Lift",False
"Seremban 2, Negeri Sembilan","1,200","1,400",3,2,1-storey Terraced House,Partially Furnished,,,,"Parking, Playground, Minimart",False
"Tanjung Indah, Tanjung Bungah, Penang","1,500","1,033",3,2,Apartment,Fully Furnished,"No.565, Jalan Wee Hein Tze, 11200 Tanjung Bungah, Penang",Tanjung Bungah,Penang,"Parking, Security, Lift",False
"The Valley @ SkySierra, Setiawangsa, Kuala Lumpur","3,500","1,018",3,2,Condominium,Fully Furnished,"Jalan Taman Setiawangsa, AU2, 54200 Setiawangsa, Kuala Lumpur",Setiawangsa,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Sfera Residency, Seri Kembangan, Selangor","2,650",996,3,2,Service Residence,Fully Furnished,"Jalan Putra Permai, Bandar Putra Permai, 43400 Seri Kembangan, Selangor",Seri Kembangan,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Putra place, Sungai Nibong, Penang","1,500","1,000",3,2,Condominium,Fully Furnished,,,,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"i-City, I-City, Selangor","1,400",486,1,1,Service Residence,Fully Furnished,"Jalan Multimedia 7/Ah, 40000 I-City, Selangor",I-City,Selangor,"Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart",False
"Centra Residences @ Nasa City, Johor Bahru, Johor","1,500","1,496",3,3,Service Residence,Fully Furnished,"Jalan Palma Perak 1, Nasa City, 81100 Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Sinaran Residences @ Utropolis, Batu Kawan, Penang",650,300,1,1,Service Residence,Fully Furnished,"Lebuhraya Bandar Cassia, 14110 Batu Kawan, Penang",Batu Kawan,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Vista Harmoni @ Sentul, Sentul, Kuala Lumpur","3,000","1,200",3,2,Apartment,Fully Furnished,"Jalan Pelangi 2, Taman Pelangi, 51100 Sentul, Kuala Lumpur",Sentul,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"i-City, I-City, Selangor","1,350",466,1,1,Others,Fully Furnished,"Jalan Multimedia 7/Ah, 40000 I-City, Selangor",I-City,Selangor,"Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area",False
"Huni @ Eco Ardence, Setia Alam, Selangor","2,000","1,000",3,2,Service Residence,Fully Furnished,"Persiaran Setia Damai, 40170 Setia Alam, Selangor",Setia Alam,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Club house, Jogging Track",False
"Fairview Residence, Sungai Ara, Penang","1,450",750,3,2,Condominium,Fully Furnished,"Cangkat Sungai Ara 6A, 11900 Sungai Ara, Penang",Sungai Ara,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Bay Point @ Country Garden Danga Bay, Johor Bahru, Johor","2,100",820,2,1,Condominium,Fully Furnished,"Off Lebuh Skudai, 80200 Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",False
"Pangsapuri Akasia (Bandar Botanic), Klang, Selangor","1,200",800,3,2,Apartment,Not Furnished,"Persiaran Botanik, Bandar Botanic, 42000 Klang, Selangor",Klang,Selangor,"Parking, Security, Playground, Barbeque area, Minimart, Jogging Track",False
"Pangsapuri Utarid Subang, Shah Alam, Selangor",800,667,3,2,Apartment,Partially Furnished,"Jalan Utarid U5/2, Section U5, 40150 Shah Alam, Selangor",Shah Alam,Selangor,"Parking, Playground, Barbeque area, Minimart",False
"TreeO, Sungai Ara, Penang","1,450",900,3,2,Condominium,Fully Furnished,"Jalan Sungai Ara 10, 11900 Sungai Ara, Penang",Sungai Ara,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"i-City, I-City, Selangor","1,600",655,2,1,Service Residence,Fully Furnished,"Jalan Multimedia 7/Ah, 40000 I-City, Selangor",I-City,Selangor,"Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area",False
"Puncak Alam, Selangor","2,000","1,500",4,4,2-storey Terraced House,Fully Furnished,,,,"Parking, Security",False
"Sky Awani Residensi 1, Sentul, Kuala Lumpur","1,300",800,3,2,Condominium,Not Furnished,"Jalan Sentul Pasar, Sentul Pasar, 51100 Sentul, Kuala Lumpur",Sentul,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"i-City, I-City, Selangor","1,900",816,2,2,Service Residence,Fully Furnished,"Jalan Multimedia 7/Ah, 40000 I-City, Selangor",I-City,Selangor,"Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart",False
"Taman Suria Pendamar Flat, Pandamaran, Selangor",800,700,3,2,Apartment,Not Furnished,"Jalan Selat Selatan 17/Ks, Taman Suria Pendamar, 42000 Pandamaran, Selangor",Pandamaran,Selangor,Parking,False
"Ayer Itam, Penang","9,000","4,150",6,4,Semi-Detached House,Partially Furnished,,,,,False
"Idaman Residensi Selangorku, Cyberjaya, Selangor","1,350","1,000",3,2,Apartment,Not Furnished,"Persiaran Cyber Valley 3, Selangor Cyber Valley, 63300 Cyberjaya, Selangor",Cyberjaya,Selangor,"Parking, Security, Lift, Playground, Minimart, Multipurpose hall",False
"Tangkak, Johor",650,"1,000",3,2,1-storey Terraced House,Not Furnished,,,,"Parking, Playground, Minimart",False
"Halaman Kenanga, Gelugor, Penang","1,000",680,3,2,Apartment,Not Furnished,"Lengkok Nipah 3, Taman Jubilee, 11700 Gelugor, Penang",Gelugor,Penang,"Parking, Security, Lift, Minimart",False
"Zen 66 Apartment, Kuching, Sarawak","1,500",920,2,2,Apartment,Fully Furnished,"Lorong Hong Hong 2b, Everbright Park, 93250 Kuching, Sarawak",Kuching,Sarawak,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Desa Impiana, Puchong, Selangor","1,500","1,068",3,2,Condominium,Fully Furnished,"Taman Puchong Prima, 47100 Puchong, Selangor",Puchong,Selangor,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area",False
"Sri Putramas, Jalan Kuching, Kuala Lumpur","1,799","1,100",3,2,Condominium,Fully Furnished,"No.1, Jalan Putramas 1, Off Jalan Kuching, 51200 Jalan Kuching, Kuala Lumpur",Jalan Kuching,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Hill10 Residence @ i-City, Shah Alam, Selangor","2,000",516,2,1,Service Residence,Fully Furnished,"Jln Multimedia 7/Af, 40000 Shah Alam, Selangor",Shah Alam,Selangor,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna",False
"Parit Buntar, Perak",800,"1,200",3,2,Terraced House,Not Furnished,,,,"Parking, Jogging Track",False
"Sutera Avenue The Residences, Kota Kinabalu, Sabah","2,288",726,2,1,Condominium,Fully Furnished,"Off Jalan Coastal, Sutera Avenue, 88000 Kota Kinabalu, Sabah",Kota Kinabalu,Sabah,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"M Arisa, Sentul, Kuala Lumpur","1,700",508,1,1,Service Residence,Partially Furnished,"Jalan Sentul Pasar, Sentul Pasar, 51000 Sentul, Kuala Lumpur",Sentul,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall",False
"Alam Sanjung @ Subang West, Shah Alam, Selangor","1,700",912,3,2,Service Residence,Partially Furnished,"Off Persiaran Jubli Perak, Seksyen 22, 40300 Shah Alam, Selangor",Shah Alam,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Koi Tropika, Puchong, Selangor",550,100,3,2,Condominium,Fully Furnished,"Jalan Puchong Batu 13 1/2, 47100 Puchong, Selangor",Puchong,Selangor,,False
"i-City, I-City, Selangor","1,900",810,2,2,Service Residence,Fully Furnished,"Jalan Multimedia 7/Ah, 40000 I-City, Selangor",I-City,Selangor,"Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area",False
"TreeO, Sungai Ara, Penang","1,500",850,3,2,Condominium,Fully Furnished,"Jalan Sungai Ara 10, 11900 Sungai Ara, Penang",Sungai Ara,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Residensi Pandanmas 1, Desa Pandan, Kuala Lumpur","1,500",900,3,2,Apartment,Not Furnished,"Lorong Delapan, Kampung Pandan, 55100 Desa Pandan, Kuala Lumpur",Desa Pandan,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Baiduri Courts (Bukit Puchong), Puchong, Selangor","1,000",900,3,2,Apartment,Not Furnished,"Jalan BP 14, Bandar Bukit Puchong, 47100 Puchong, Selangor",Puchong,Selangor,"Security, Playground, Multipurpose hall",False
"i-City, I-City, Selangor","1,650",715,2,1,Service Residence,Fully Furnished,"Jalan Multimedia 7/Ah, 40000 I-City, Selangor",I-City,Selangor,"Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area",False
"Jasin, Melaka",750,"2,600",3,2,Terraced House,Partially Furnished,,,,"Parking, Playground",False
"myHabitat, KL City, Kuala Lumpur","3,000",872,2,1,Service Residence,Fully Furnished,"Jalan Aman, Kampung Datuk Keramat, 55000 KL City, Kuala Lumpur",KL City,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall, Squash Court",False
"Sunway Velocity TWO, Cheras, Kuala Lumpur","4,199",900,3,2,Service Residence,Fully Furnished,"Jalan Peel, Sunway Velocity, 55100 Cheras, Kuala Lumpur",Cheras,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Unicity Serviced Suites, Seremban, Negeri Sembilan","1,000",350,1,1,Service Residence,Fully Furnished,"Persiaran Seremban Tiga 1, Seremban 3, 70300 Seremban, Negeri Sembilan",Seremban,Negeri Sembilan,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Trio Permai, Seri Kembangan, Selangor","1,200",550,1,1,Service Residence,Partially Furnished,"Jalan Equine, Taman Equine, 43300 Seri Kembangan, Selangor",Seri Kembangan,Selangor,"Parking, Security, Lift, Swimming Pool, Gymnasium, Multipurpose hall",False
"Ipoh, Perak","1,700","1,650",4,4,2-storey Terraced House,Fully Furnished,,,,Parking,False
"Hon Residensi @ City Garden Commercial Centre, Ampang, Kuala Lumpur","1,500",350,1,1,Condominium,Fully Furnished,"Jalan Nirwana, Taman Nirwana, 68000 Ampang, Kuala Lumpur",Ampang,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Batu Kawan, Penang","1,500","1,000",3,2,Townhouse,Partially Furnished,,,,"Parking, Security, Playground, Barbeque area, Jogging Track",False
"Empire City Halo Sunday, Petaling Jaya, Selangor","1,150",450,1,1,Studio,Fully Furnished,"Jalan PJU 8/1, Damansara Perdana, 47820 Petaling Jaya, Selangor",Petaling Jaya,Selangor,"Parking, Security, Lift, Playground, Minimart, Tennis Court",False
"Lembah Indah, Simpang Ampat, Penang","1,100",650,3,2,Apartment,Fully Furnished,"Lorong Lembah Indah 1, 14100 Simpang Ampat, Penang",Simpang Ampat,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"kompleks suria kinrara, Puchong, Kuala Lumpur","1,100",712,3,2,Apartment,Partially Furnished,,,,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area",False
"Lake City @ KL North, Kepong, Kuala Lumpur","2,000",671,2,1,Service Residence,Fully Furnished,"Off Jalan Sibu, Taman Wahyu, 52000 Kepong, Kuala Lumpur",Kepong,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Covillea, Bukit Jalil, Kuala Lumpur","3,200","1,293",3,3,Condominium,Fully Furnished,"Jalan Jalil Perkasa 7, 57000 Bukit Jalil, Kuala Lumpur",Bukit Jalil,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Kuching, Sarawak","1,800",1,4,2,2-storey Terraced House,Fully Furnished,,,,,False
"Golden Sands Seaview Residence Suites, Johor Bahru, Johor","1,600","1,100",2,2,Service Residence,Fully Furnished,"Jalan Mahmoodiah, Kampung Mahmoddiah, 80100 Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security, Lift, Swimming Pool, Gymnasium, Sauna",False
"Ampang, Kuala Lumpur","7,000","8,000",8,7,Bungalow House,Partially Furnished,,,,,False
"Goodview Heights ( Villa Residence ), Kajang, Selangor",799,"1,053",3,2,Apartment,Not Furnished,"Jalan Goodview 1, Goodview Height, 43000 Kajang, Selangor",Kajang,Selangor,"Parking, Security, Playground",False
"Pelangi Utama, Bandar Utama, Selangor","2,400","1,000",3,2,Condominium,Partially Furnished,"Jalan Masjid, 47800 Bandar Utama, Selangor",Bandar Utama,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Multipurpose hall",False
"Sitiawan, Perak",600,"1,300",3,2,Terraced House,Partially Furnished,,,,Parking,False
"Residensi Adelia, Kajang, Selangor","1,500","1,067",3,3,Condominium,Partially Furnished,"Jalan Bangi Avenue 6, Bangi Avenue, 43000 Kajang, Selangor",Kajang,Selangor,"Sauna, Club house, Jogging Track, Squash Court",False
"Country Garden Forest City, Gelang Patah, Johor","1,100",520,2,1,Service Residence,Fully Furnished,"Off Jalan Forest City-Lebuhraya Tanjung Pelepas, Forest City, 81550 Gelang Patah, Johor",Gelang Patah,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Minimart",False
"Setapak Green, Setapak, Kuala Lumpur","2,100","1,362",4,3,Condominium,Fully Furnished,"Jalan Semarak Api, Off Jalan Gombak, 53000 Setapak, Kuala Lumpur",Setapak,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall",False
"Rawang, Selangor","2,200","1,862",4,4,2-storey Terraced House,Partially Furnished,,,,"Parking, Playground",False
"Platinum OUG Residence, OUG, Kuala Lumpur",750,350,1,1,Condominium,Partially Furnished,"Jalan 1/152, Bukit OUG, 58200 OUG, Kuala Lumpur",OUG,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Suria Putra, Sungai Buloh, Selangor","1,600",881,2,2,Service Residence,Fully Furnished,"Jalan BRP 2/1, Bukit Rahman Putra, 47000 Sungai Buloh, Selangor",Sungai Buloh,Selangor,"Parking, Lift, Swimming Pool, Playground, Gymnasium, Minimart",False
"Greenlane, Penang","2,800","2,000",4,2,2-storey Terraced House,Partially Furnished,,,,,False
"Putra Impian Apartment, Seri Kembangan, Selangor","1,200",900,3,1,Apartment,Not Furnished,"Jalan PP 39, Taman Pinggiran Putra, 43300 Seri Kembangan, Selangor",Seri Kembangan,Selangor,"Parking, Security, Playground",False
"Baron Residence @ Lake City KL, Kepong, Kuala Lumpur","2,200",671,2,1,Service Residence,Fully Furnished,,,,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Green Suria Apartment, Cheras, Selangor","1,100","1,200",2,3,Apartment,Not Furnished,"Jalan Suadmai 10/1, Off Taman Desa Baiduri, 43200 Cheras, Selangor",Cheras,Selangor,"Parking, Security",False
"Seremban 2, Negeri Sembilan","1,100","1,400",3,2,1-storey Terraced House,Partially Furnished,,,,"Parking, Security, Playground, Jogging Track",False
"Sungai Udang, Melaka","1,300","1,400",3,2,1-storey Terraced House,Fully Furnished,,,,,False
"Gelang Patah, Johor","2,200","1,170",4,3,2-storey Terraced House,Fully Furnished,,,,,False
"Wellesley Residences, Butterworth, Penang","1,700","1,300",3,2,Condominium,Fully Furnished,"Jalan Harbour View, Bagan Dalam, 12100 Butterworth, Penang",Butterworth,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Multipurpose hall, Jogging Track",False
"Kiara Plaza, Semenyih, Selangor",900,477,1,1,Condominium,Fully Furnished,"Off Jalan Semenyih, 43500 Semenyih, Selangor",Semenyih,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Fiera Vista, Bayan Lepas, Penang","2,200","1,650",4,4,Condominium,Not Furnished,"Medan Rajawali, Off Jalan Tun Dr Awang, 11900 Bayan Lepas, Penang",Bayan Lepas,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall",False
"Cubic Botanical, Bangsar South, Kuala Lumpur","1,700",205,1,1,Service Residence,Fully Furnished,"Jalan Pantai Sentral 3, Kampung Pantai, 59200 Bangsar South, Kuala Lumpur",Bangsar South,Kuala Lumpur,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Jogging Track",False
"Klang, Selangor","2,000","1,800",5,3,2-storey Terraced House,Partially Furnished,,,,"Parking, Playground, Minimart, Jogging Track",False
"Admiral Residences, Melaka City, Melaka","1,800","1,159",3,2,Apartment,Partially Furnished,"Jalan KLJ 2, Taman Kota Laksamana, 75200 Melaka City, Melaka",Melaka City,Melaka,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Starview Bay @ Forest City, Gelang Patah, Johor","1,400","1,356",3,2,Apartment,Not Furnished,"Jalan Forest City, Forest City, 81550 Gelang Patah, Johor",Gelang Patah,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Puchong, Kuala Lumpur","1,600","1,080",4,2,2-storey Terraced House,Partially Furnished,,,,"Parking, Security, Playground, Jogging Track",False
"Putri Ria Apartment, Masai, Johor","1,100",900,3,2,Apartment,Not Furnished,"Jalan Bayan 31, Taman Megah Ria, 81750 Masai, Johor",Masai,Johor,"Parking, Security, Lift, Swimming Pool, Gymnasium, Jogging Track",False
"Queensville, Cheras, Kuala Lumpur","1,700",526,1,1,Condominium,Fully Furnished,"Jalan Sri Permaisuri, Bandar Sri Permaisuri, 56000 Cheras, Kuala Lumpur",Cheras,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Gymnasium, Sauna",False
"Mutiara Indah, Gelugor, Penang","1,300",700,3,2,Apartment,Fully Furnished,"Changkat Bukit Gambier, 11700 Gelugor, Penang",Gelugor,Penang,"Parking, Security, Lift",False
"Kota Samarahan, Sarawak","2,800",1,4,3,2-storey Terraced House,Fully Furnished,,,,,False
"SetiaWalk, Puchong, Selangor","2,000","1,096",3,2,Service Residence,Fully Furnished,"Persiaran Wawasan, 47610 Puchong, Selangor",Puchong,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Seri Ixora Apartment, Shah Alam, Selangor","1,500",800,2,2,Apartment,Partially Furnished,"Jalan Perimbun 27/11, Seksyen 27, 40675 Shah Alam, Selangor",Shah Alam,Selangor,"Parking, Security, Lift, Playground, Minimart, Multipurpose hall",False
"Arunya @ KL North, Kepong, Kuala Lumpur","1,800",840,2,2,Service Residence,Partially Furnished,"Off Pintasan Segambut, Taman Jinjiang Baru, 52000 Kepong, Kuala Lumpur",Kepong,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Club house, Jogging Track",False
"Sungai Buloh, Selangor","2,000","2,208",4,4,2-storey Terraced House,Not Furnished,,,,,False
"Sepang, Selangor","2,300","2,207",5,3,2-storey Terraced House,Partially Furnished,,,,,False
"Havana Beach Residences, Bayan Lepas, Penang","2,200",900,3,2,Condominium,Fully Furnished,"Lorong Sungai Tiram 6, Kampung Bukit Ayun, 11900 Bayan Lepas, Penang",Bayan Lepas,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area",False
